Istasyon_No,Istasyon_Adi,YIL,AY,ORTALAMA_SICAKLIK_°C
17891,GÖLHİSAR,2008,12,3.5
17891,GÖLHİSAR,2008,13,12.0
17891,GÖLHİSAR,2009,1,1.6
17891,GÖLHİSAR,2009,2,3.2
17891,GÖLHİSAR,2009,3,5.6
17891,GÖLHİSAR,2009,4,10.9
17891,GÖLHİSAR,2009,5,14.7
17891,GÖLHİSAR,2009,6,19.9
17891,GÖLHİSAR,2009,7,22.6
17891,GÖLHİSAR,2009,8,21.3
17891,GÖLHİSAR,2009,9,17.0
17891,GÖLHİSAR,2009,10,13.6
17891,GÖLHİSAR,2009,11,6.3
17891,GÖLHİSAR,2009,12,5.4
17891,GÖLHİSAR,2009,13,12.6
17891,GÖLHİSAR,2010,1,4.0
17891,GÖLHİSAR,2010,2,8.2
17891,GÖLHİSAR,2010,3,8.7
17891,GÖLHİSAR,2010,4,11.4
17891,GÖLHİSAR,2010,5,15.9
17891,GÖLHİSAR,2010,6,18.8
17891,GÖLHİSAR,2010,7,23.3
17891,GÖLHİSAR,2010,8,24.7
17891,GÖLHİSAR,2010,9,19.1
17891,GÖLHİSAR,2010,10,12.3
17891,GÖLHİSAR,2010,11,9.7
17891,GÖLHİSAR,2010,12,5.6
17891,GÖLHİSAR,2010,13,13.6
17891,GÖLHİSAR,2011,1,2.2
17891,GÖLHİSAR,2011,2,3.5
17891,GÖLHİSAR,2011,3,6.3
17891,GÖLHİSAR,2011,4,9.7
17891,GÖLHİSAR,2011,5,13.2
17891,GÖLHİSAR,2011,6,18.2
17891,GÖLHİSAR,2011,7,23.0
17891,GÖLHİSAR,2011,8,22.0
17891,GÖLHİSAR,2011,9,18.1
17891,GÖLHİSAR,2011,10,10.6
17891,GÖLHİSAR,2011,11,3.7
17891,GÖLHİSAR,2011,12,2.4
17891,GÖLHİSAR,2011,13,11.1
17891,GÖLHİSAR,2012,1,-0.1
17891,GÖLHİSAR,2012,2,1.1
17891,GÖLHİSAR,2012,3,4.9
17891,GÖLHİSAR,2012,4,11.7
17891,GÖLHİSAR,2012,5,14.1
17891,GÖLHİSAR,2012,6,20.9
17891,GÖLHİSAR,2012,7,23.9
17891,GÖLHİSAR,2012,8,21.5
17891,GÖLHİSAR,2012,9,18.9
17891,GÖLHİSAR,2012,10,13.6
17891,GÖLHİSAR,2012,11,8.7
17891,GÖLHİSAR,2012,12,4.4
17891,GÖLHİSAR,2012,13,12.0
17891,GÖLHİSAR,2013,1,2.8
17891,GÖLHİSAR,2013,2,4.3
17891,GÖLHİSAR,2013,3,7.7
17891,GÖLHİSAR,2013,4,11.3
17891,GÖLHİSAR,2013,5,16.6
17891,GÖLHİSAR,2013,6,20.0
17891,GÖLHİSAR,2013,7,22.1
17891,GÖLHİSAR,2013,8,21.9
17891,GÖLHİSAR,2013,9,17.3
17891,GÖLHİSAR,2013,10,10.2
17891,GÖLHİSAR,2013,11,8.2
17891,GÖLHİSAR,2013,12,1.0
17891,GÖLHİSAR,2013,13,12.0
17891,GÖLHİSAR,2014,1,4.0
17891,GÖLHİSAR,2014,2,4.9
17891,GÖLHİSAR,2014,3,7.0
17891,GÖLHİSAR,2014,4,10.9
17891,GÖLHİSAR,2014,5,14.6
